Invoice ID,Branch,City,Customer type,Gender,Product line
340-21-9136,A,Yangon,Member,Female,Sports and travel
405-31-3305,A,Yangon,Member,Male,Fashion accessories
731-59-7531,B,Mandalay,Member,Male,Health and beauty
676-39-6028,A,Yangon,Member,Female,Electronic accessories
502-05-1910,A,Yangon,Normal,Male,Health and beauty
485-30-8700,A,Yangon,Normal,Female,Sports and travel
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories
701-69-8742,B,Mandalay,Normal,Male,Sports and travel
575-67-1508,A,Yangon,Normal,Male,Electronic accessories
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories
674-15-9296,A,Yangon,Normal,Male,Sports and travel
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel
438-01-4015,B,Mandalay,Member,Female,Sports and travel
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories
795-49-7276,A,Yangon,Normal,Male,Fashion accessories
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories
510-09-5628,A,Yangon,Member,Female,Fashion accessories
608-04-3797,B,Mandalay,Member,Female,Health and beauty
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories
632-32-4574,B,Mandalay,Normal,Male,Sports and travel
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages
401-18-8016,B,Mandalay,Member,Female,Sports and travel
420-18-8989,A,Yangon,Member,Female,Sports and travel
277-63-2961,B,Mandalay,Member,Male,Sports and travel
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle
282-35-2475,B,Mandalay,Normal,Female,Sports and travel
511-54-3087,B,Mandalay,Normal,Male,Sports and travel
726-29-6793,A,Yangon,Member,Male,Electronic accessories
387-49-4215,B,Mandalay,Member,Female,Sports and travel
862-17-9201,B,Mandalay,Normal,Female,Food and beverages
291-21-5991,B,Mandalay,Member,Male,Health and beauty
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle
347-72-6115,B,Mandalay,Member,Female,Sports and travel
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle
595-27-4851,A,Yangon,Normal,Female,Fashion accessories
189-52-0236,A,Yangon,Normal,Male,Electronic accessories
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories
425-85-2085,B,Mandalay,Member,Male,Health and beauty
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle
609-81-8548,A,Yangon,Member,Female,Home and lifestyle
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty
534-01-4457,A,Yangon,Normal,Male,Food and beverages
719-89-8991,A,Yangon,Member,Female,Sports and travel
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories
339-38-9982,B,Mandalay,Member,Male,Fashion accessories
827-44-5872,B,Mandalay,Member,Female,Food and beverages
827-77-7633,A,Yangon,Normal,Male,Sports and travel
287-83-1405,A,Yangon,Normal,Male,Health and beauty
435-13-4908,A,Yangon,Member,Male,Fashion accessories
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle
339-12-4827,B,Mandalay,Member,Female,Fashion accessories
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle
308-81-0538,A,Yangon,Normal,Female,Fashion accessories
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty
173-50-1108,B,Mandalay,Member,Female,Sports and travel
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories
841-18-8232,B,Mandalay,Normal,Female,Food and beverages
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle
647-50-1224,A,Yangon,Normal,Female,Fashion accessories
541-48-8554,A,Yangon,Normal,Male,Sports and travel
539-21-7227,B,Mandalay,Normal,Female,Sports and travel
213-32-1216,A,Yangon,Normal,Female,Electronic accessories
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories
210-57-1719,B,Mandalay,Normal,Female,Health and beauty
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories
134-75-2619,A,Yangon,Member,Male,Electronic accessories
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle
198-66-9832,B,Mandalay,Member,Female,Fashion accessories
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages
712-39-0363,A,Yangon,Member,Male,Food and beverages
218-59-9410,A,Yangon,Member,Female,Home and lifestyle
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories
760-90-2357,A,Yangon,Member,Male,Electronic accessories
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories
698-98-5964,A,Yangon,Normal,Female,Food and beverages
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel
651-88-7328,A,Yangon,Normal,Female,Fashion accessories
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle
343-61-3544,B,Mandalay,Member,Male,Sports and travel
239-48-4278,A,Yangon,Member,Male,Food and beverages
355-34-6244,B,Mandalay,Normal,Male,Food and beverages
550-84-8664,A,Yangon,Normal,Male,Sports and travel
339-96-8318,B,Mandalay,Member,Male,Fashion accessories
458-61-0011,B,Mandalay,Normal,Male,Food and beverages
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages
797-88-0493,A,Yangon,Normal,Female,Health and beauty
207-73-1363,B,Mandalay,Normal,Male,Health and beauty
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages
443-82-0585,A,Yangon,Member,Female,Health and beauty
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories
359-90-3665,B,Mandalay,Member,Female,Fashion accessories
375-72-3056,B,Mandalay,Normal,Male,Sports and travel
127-47-6963,A,Yangon,Normal,Male,Health and beauty
278-86-2735,A,Yangon,Normal,Female,Food and beverages
695-28-6250,A,Yangon,Normal,Female,Sports and travel
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories
227-50-3718,A,Yangon,Normal,Male,Health and beauty
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle
560-49-6611,A,Yangon,Member,Female,Sports and travel
880-35-0356,A,Yangon,Member,Female,Sports and travel
585-11-6748,B,Mandalay,Member,Male,Sports and travel
470-31-3286,B,Mandalay,Normal,Male,Health and beauty
152-68-2907,A,Yangon,Normal,Male,Food and beverages
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories
334-64-2006,A,Yangon,Member,Female,Home and lifestyle
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages
642-30-6693,B,Mandalay,Normal,Female,Sports and travel
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle
559-98-9873,A,Yangon,Member,Female,Fashion accessories
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages
318-12-0304,A,Yangon,Normal,Male,Fashion accessories
349-97-8902,B,Mandalay,Member,Male,Food and beverages
421-95-9805,A,Yangon,Normal,Female,Electronic accessories
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages
789-23-8625,B,Mandalay,Member,Male,Fashion accessories
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel
443-59-0061,A,Yangon,Member,Male,Food and beverages
509-29-3912,A,Yangon,Member,Female,Sports and travel
327-40-9673,B,Mandalay,Member,Male,Sports and travel
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories
828-46-6863,A,Yangon,Member,Male,Food and beverages
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories
420-97-3340,A,Yangon,Normal,Female,Food and beverages
436-54-4512,A,Yangon,Member,Female,Food and beverages
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories
598-06-7312,B,Mandalay,Member,Male,Fashion accessories
135-13-8269,B,Mandalay,Member,Female,Food and beverages
816-57-2053,A,Yangon,Normal,Male,Sports and travel
628-90-8624,B,Mandalay,Member,Male,Health and beauty
856-66-2701,A,Yangon,Member,Male,Home and lifestyle
308-39-1707,A,Yangon,Normal,Female,Fashion accessories
149-61-1929,A,Yangon,Normal,Male,Sports and travel
655-07-2265,A,Yangon,Normal,Male,Electronic accessories
589-02-8023,A,Yangon,Member,Male,Food and beverages
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle
182-88-2763,B,Mandalay,Member,Male,Food and beverages
188-55-0967,B,Mandalay,Member,Male,Health and beauty
610-46-4100,A,Yangon,Normal,Male,Health and beauty
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories
364-33-8584,B,Mandalay,Member,Female,Food and beverages
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories
695-09-5146,B,Mandalay,Member,Female,Food and beverages
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories
794-32-2436,B,Mandalay,Member,Male,Electronic accessories
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories
706-36-6154,A,Yangon,Member,Male,Home and lifestyle
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty
574-31-8277,B,Mandalay,Member,Male,Fashion accessories
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories
563-47-4072,B,Mandalay,Normal,Female,Health and beauty
742-04-5161,A,Yangon,Member,Male,Home and lifestyle
149-15-7606,B,Mandalay,Member,Male,Sports and travel
133-77-3154,B,Mandalay,Member,Male,Fashion accessories
169-52-4504,A,Yangon,Normal,Female,Electronic accessories
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories
562-12-5430,A,Yangon,Member,Female,Fashion accessories
816-72-8853,A,Yangon,Member,Female,Sports and travel
491-38-3499,A,Yangon,Member,Male,Fashion accessories
322-02-2271,B,Mandalay,Normal,Female,Sports and travel
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel
725-67-2480,B,Mandalay,Member,Female,Fashion accessories
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel
518-17-2983,A,Yangon,Normal,Female,Fashion accessories
779-42-2410,B,Mandalay,Member,Male,Food and beverages
190-14-3147,B,Mandalay,Normal,Female,Health and beauty
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty
679-22-6530,B,Mandalay,Normal,Female,Sports and travel
588-47-8641,A,Yangon,Member,Male,Fashion accessories
642-61-4706,B,Mandalay,Member,Male,Food and beverages
576-31-4774,B,Mandalay,Normal,Female,Health and beauty
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty
811-03-8790,A,Yangon,Normal,Female,Electronic accessories
242-11-3142,B,Mandalay,Member,Male,Fashion accessories
752-23-3760,B,Mandalay,Member,Female,Sports and travel
274-05-5470,A,Yangon,Member,Female,Food and beverages
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty
130-67-4723,A,Yangon,Member,Male,Food and beverages
528-87-5606,B,Mandalay,Member,Female,Electronic accessories
320-85-2052,B,Mandalay,Normal,Female,Sports and travel
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories
105-10-6182,A,Yangon,Member,Male,Fashion accessories
510-79-0415,B,Mandalay,Member,Female,Sports and travel
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle
767-97-4650,B,Mandalay,Member,Female,Sports and travel
648-83-1321,A,Yangon,Member,Male,Home and lifestyle
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel
305-03-2383,A,Yangon,Normal,Female,Food and beverages
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages
689-05-1884,A,Yangon,Member,Male,Health and beauty
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages
800-09-8606,A,Yangon,Member,Female,Home and lifestyle
182-52-7000,A,Yangon,Member,Female,Sports and travel
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle
868-06-0466,A,Yangon,Member,Male,Electronic accessories
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories
176-64-7711,B,Mandalay,Normal,Male,Food and beverages
191-29-0321,B,Mandalay,Member,Female,Fashion accessories
729-06-2010,B,Mandalay,Member,Male,Health and beauty
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle
186-79-9562,B,Mandalay,Normal,Male,Health and beauty
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories
445-30-9252,A,Yangon,Normal,Male,Sports and travel
786-94-2700,A,Yangon,Member,Male,Food and beverages
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories
258-92-7466,A,Yangon,Normal,Female,Health and beauty
857-16-3520,A,Yangon,Member,Female,Fashion accessories
482-17-1179,A,Yangon,Member,Male,Electronic accessories
788-21-5741,A,Yangon,Normal,Male,Fashion accessories
821-14-9046,B,Mandalay,Member,Female,Fashion accessories
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages
434-35-9162,B,Mandalay,Member,Male,Food and beverages
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle
174-64-0215,B,Mandalay,Normal,Male,Sports and travel
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle
247-11-2470,A,Yangon,Member,Female,Fashion accessories
635-28-5728,A,Yangon,Normal,Male,Health and beauty
756-49-0168,A,Yangon,Member,Male,Fashion accessories
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories
238-45-6950,B,Mandalay,Member,Male,Food and beverages
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories
197-77-7132,B,Mandalay,Member,Male,Electronic accessories
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages
373-14-0504,A,Yangon,Member,Female,Sports and travel
546-80-2899,A,Yangon,Member,Male,Home and lifestyle
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages
457-13-1708,B,Mandalay,Member,Male,Fashion accessories
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty
210-30-7976,B,Mandalay,Member,Female,Fashion accessories
585-86-8361,A,Yangon,Normal,Female,Food and beverages
807-14-7833,A,Yangon,Member,Female,Electronic accessories
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories
652-43-6591,A,Yangon,Normal,Female,Fashion accessories
785-96-0615,B,Mandalay,Member,Female,Electronic accessories
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle
250-17-5703,A,Yangon,Member,Male,Food and beverages
156-95-3964,A,Yangon,Normal,Female,Food and beverages
842-40-8179,B,Mandalay,Member,Female,Food and beverages
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories
410-67-1709,A,Yangon,Member,Female,Fashion accessories
587-73-4862,A,Yangon,Member,Female,Health and beauty
787-87-2010,A,Yangon,Member,Male,Health and beauty
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories
388-76-2555,B,Mandalay,Normal,Male,Sports and travel
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle
707-32-7409,B,Mandalay,Member,Female,Sports and travel
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages
120-54-2248,B,Mandalay,Normal,Female,Food and beverages
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty
875-31-8302,B,Mandalay,Normal,Male,Sports and travel
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel
457-94-0464,B,Mandalay,Member,Male,Electronic accessories
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty
534-53-3526,A,Yangon,Normal,Female,Sports and travel
307-04-2070,A,Yangon,Member,Female,Fashion accessories
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty
404-91-5964,A,Yangon,Normal,Male,Electronic accessories
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty
497-37-6538,A,Yangon,Normal,Male,Sports and travel
651-96-5970,A,Yangon,Normal,Male,Fashion accessories
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle
263-12-5321,A,Yangon,Member,Male,Electronic accessories
702-72-0487,A,Yangon,Normal,Female,Electronic accessories
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle
864-24-7918,A,Yangon,Member,Female,Sports and travel
359-94-5395,B,Mandalay,Normal,Male,Health and beauty
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle
751-15-6198,B,Mandalay,Normal,Male,Sports and travel
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories
759-29-9521,A,Yangon,Member,Female,Fashion accessories
831-81-6575,B,Mandalay,Member,Female,Electronic accessories
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle
618-34-8551,A,Yangon,Normal,Female,Sports and travel
257-60-7754,A,Yangon,Normal,Female,Electronic accessories
559-61-5987,B,Mandalay,Normal,Female,Health and beauty
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories
565-91-4567,B,Mandalay,Normal,Male,Health and beauty
380-60-5336,A,Yangon,Normal,Female,Electronic accessories
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel
674-56-6360,A,Yangon,Normal,Male,Electronic accessories
778-34-2523,A,Yangon,Member,Female,Electronic accessories
499-27-7781,B,Mandalay,Normal,Female,Food and beverages
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories
832-51-6761,A,Yangon,Normal,Male,Food and beverages
869-11-3082,B,Mandalay,Member,Male,Health and beauty
190-59-3964,B,Mandalay,Member,Male,Food and beverages
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories
186-43-8965,A,Yangon,Member,Female,Home and lifestyle
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel
276-75-6884,A,Yangon,Normal,Female,Health and beauty
109-86-4363,B,Mandalay,Member,Female,Sports and travel
569-76-2760,A,Yangon,Member,Female,Sports and travel
222-42-0244,B,Mandalay,Member,Female,Health and beauty
760-53-9233,A,Yangon,Member,Male,Fashion accessories
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories
416-17-9926,A,Yangon,Member,Female,Electronic accessories
237-44-6163,A,Yangon,Normal,Male,Electronic accessories
636-17-0325,B,Mandalay,Normal,Male,Health and beauty
343-75-9322,B,Mandalay,Member,Female,Sports and travel
528-14-9470,A,Yangon,Member,Male,Health and beauty
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle
807-34-3742,A,Yangon,Normal,Male,Fashion accessories
288-62-1085,A,Yangon,Member,Male,Fashion accessories
670-71-7306,B,Mandalay,Normal,Male,Sports and travel
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel
497-36-0989,A,Yangon,Normal,Male,Fashion accessories
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories
860-73-6466,A,Yangon,Member,Female,Sports and travel
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages
896-34-0956,A,Yangon,Normal,Male,Fashion accessories
804-38-3935,A,Yangon,Member,Male,Electronic accessories
585-90-0249,A,Yangon,Member,Male,Electronic accessories
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages
125-45-2293,A,Yangon,Normal,Female,Fashion accessories
843-73-4724,A,Yangon,Normal,Male,Fashion accessories
409-33-9708,A,Yangon,Normal,Female,Fashion accessories
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories
160-22-2687,A,Yangon,Member,Female,Health and beauty
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories
770-42-8960,B,Mandalay,Normal,Male,Food and beverages
748-45-2862,A,Yangon,Member,Female,Home and lifestyle
234-36-2483,B,Mandalay,Normal,Male,Health and beauty
316-66-3011,A,Yangon,Member,Female,Food and beverages
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle
840-76-5966,A,Yangon,Member,Male,Sports and travel
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle
124-31-1458,A,Yangon,Member,Female,Electronic accessories
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty
361-59-0574,B,Mandalay,Member,Male,Sports and travel
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages
852-82-2749,A,Yangon,Normal,Male,Sports and travel
873-14-6353,A,Yangon,Member,Male,Food and beverages
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories
544-55-9589,B,Mandalay,Member,Female,Electronic accessories
166-19-2553,A,Yangon,Member,Male,Sports and travel
737-88-5876,A,Yangon,Member,Male,Home and lifestyle
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories
608-05-3804,B,Mandalay,Member,Male,Electronic accessories
448-61-3783,A,Yangon,Normal,Female,Electronic accessories
761-49-0439,B,Mandalay,Member,Female,Electronic accessories
490-95-0021,B,Mandalay,Member,Female,Food and beverages
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories
311-13-6971,B,Mandalay,Member,Male,Sports and travel
291-55-6563,A,Yangon,Member,Female,Home and lifestyle
548-48-3156,A,Yangon,Member,Female,Food and beverages
460-93-5834,A,Yangon,Normal,Male,Sports and travel
325-89-4209,A,Yangon,Member,Male,Food and beverages
884-80-6021,A,Yangon,Member,Female,Electronic accessories
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories
880-46-5796,A,Yangon,Member,Male,Sports and travel
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories
811-35-1094,B,Mandalay,Member,Male,Electronic accessories
699-88-1972,B,Mandalay,Normal,Male,Health and beauty
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty
146-09-5432,A,Yangon,Member,Male,Food and beverages
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle
595-94-9924,A,Yangon,Member,Female,Health and beauty
865-41-9075,A,Yangon,Normal,Male,Food and beverages
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty
851-98-3555,B,Mandalay,Normal,Female,Health and beauty
186-71-5196,A,Yangon,Member,Female,Food and beverages
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle
313-66-9943,B,Mandalay,Member,Female,Food and beverages
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle
522-57-8364,A,Yangon,Member,Male,Fashion accessories
459-45-2396,A,Yangon,Member,Female,Food and beverages
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel
749-81-8133,A,Yangon,Normal,Female,Fashion accessories
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle
636-98-3364,B,Mandalay,Member,Female,Electronic accessories
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories
321-49-7382,B,Mandalay,Member,Male,Sports and travel
397-25-8725,A,Yangon,Member,Female,Health and beauty
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories
825-94-5922,B,Mandalay,Normal,Male,Sports and travel
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories
243-55-8457,A,Yangon,Normal,Female,Food and beverages
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty
361-85-2571,A,Yangon,Normal,Female,Sports and travel
131-70-8179,A,Yangon,Member,Female,Health and beauty
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages
720-72-2436,A,Yangon,Normal,Male,Food and beverages
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle
449-16-6770,A,Yangon,Normal,Male,Health and beauty
333-23-2632,A,Yangon,Member,Male,Health and beauty
489-82-1237,A,Yangon,Normal,Female,Electronic accessories
